DTO id,UniP id,Category
DTO_03100028,P16066, kinase_protein
DTO_03100086,P49759, kinase_protein
DTO_03100069,Q00526, kinase_protein
DTO_03100037,Q9UQB9, kinase_protein
DTO_03100078,Q8IVW4, kinase_protein
DTO_03100090,P07333, kinase_protein
DTO_03100029,P20594, kinase_protein
DTO_03100041,P51451, kinase_protein
DTO_03100087,P49760, kinase_protein
DTO_03100060,O94921, kinase_protein
DTO_03100038,P27037, kinase_protein
DTO_03100079,Q5MAI5, kinase_protein
DTO_03100050,Q06187, kinase_protein
DTO_03100091,P68400, kinase_protein
DTO_03100091,P19784, kinase_protein
DTO_03100001,Q2M2I8, kinase_protein
DTO_03100042,Q9NSY1, kinase_protein
DTO_03100088,P49761, kinase_protein
DTO_03100061,Q96Q40, kinase_protein
DTO_03100039,Q13705, kinase_protein
DTO_03100051,O60566, kinase_protein
DTO_03100053,Q8NCB2, kinase_protein
DTO_03100002,Q9Y478, kinase_protein
DTO_03100043,Q13873, kinase_protein
DTO_03100062,Q00536, kinase_protein
DTO_03100052,O43683, kinase_protein
DTO_03100013,Q86TW2, kinase_protein
DTO_03100054,Q9UQ88, kinase_protein
DTO_03100044,P36894, kinase_protein
DTO_03100063,Q00537, kinase_protein
DTO_03100014,Q7Z695, kinase_protein
DTO_03100055,P21127, kinase_protein
DTO_03100004,Q13131, kinase_protein
DTO_03100045,O00238, kinase_protein
DTO_03100064,Q07002, kinase_protein
DTO_03100056,O00311, kinase_protein
DTO_03100046,P51813, kinase_protein
DTO_03100016,Q96D53, kinase_protein
DTO_03100057,Q15131, kinase_protein
DTO_03100006,P00519, kinase_protein
DTO_03100093,Q8NEV1, kinase_protein
DTO_03100047,P15056, kinase_protein
DTO_03100020,P31751, kinase_protein
DTO_03100017,Q3MIX3, kinase_protein
DTO_03100058,Q9NYV4, kinase_protein
DTO_03100007,P42684, kinase_protein
DTO_03100048,Q8TDC3, kinase_protein
DTO_03100094,P67870, kinase_protein
DTO_03100021,Q9Y243, kinase_protein
DTO_03100018,P55263, kinase_protein
DTO_03100059,Q14004, kinase_protein
DTO_03100030,P10398, kinase_protein
DTO_03100008,Q07912, kinase_protein
DTO_03100095,O14936, kinase_protein
DTO_03100022,Q9UM73, kinase_protein
DTO_03100080,O76039, kinase_protein
DTO_03100019,P31749, kinase_protein
DTO_03100031,P25098, kinase_protein
DTO_03100096,P41240, kinase_protein
DTO_03100100,O43293, kinase_protein
DTO_03100023,Q96QP1, kinase_protein
DTO_03100032,P35626, kinase_protein
DTO_03100097,O14578, kinase_protein
DTO_03100101,P27707, kinase_protein
DTO_03100024,Q86TB3, kinase_protein
DTO_03100070,P11802, kinase_protein
DTO_03100089,Q9HAZ1, kinase_protein
DTO_03100033,Q13315, kinase_protein
DTO_03100098,P53355, kinase_protein
DTO_03100071,Q00535, kinase_protein
DTO_03100102,O15075, kinase_protein
DTO_03100049,Q8IWQ3, kinase_protein
DTO_03100034,Q13535, kinase_protein
DTO_03100099,Q9UIK4, kinase_protein
DTO_03100103,Q8N568, kinase_protein
DTO_03100009,P36896, kinase_protein
DTO_03100072,Q00534, kinase_protein
DTO_03100180,P08069, kinase_protein
DTO_03100207,Q8N752, kinase_protein
DTO_03100145,Q14289, kinase_protein
DTO_03100191,O43187, kinase_protein
DTO_03100181,O15111, kinase_protein
DTO_03100208,P48729, kinase_protein
DTO_03100105,Q08345, kinase_protein
DTO_03100192,Q9Y616, kinase_protein
DTO_03100182,O14920, kinase_protein
DTO_03100174,Q9H422, kinase_protein
DTO_03100193,Q9NWZ3, kinase_protein
DTO_03100183,Q14164, kinase_protein
DTO_03100134,P54762, kinase_protein
DTO_03100175,Q8NE63, kinase_protein
DTO_03100194,Q08881, kinase_protein
DTO_03100184,Q13418, kinase_protein
DTO_03100186,P06213, kinase_protein
DTO_03100135,P29323, kinase_protein
DTO_03100176,P57058, kinase_protein
DTO_03100195,Q13572, kinase_protein
DTO_03100120,Q9NZJ5, kinase_protein
DTO_03100185,P14616, kinase_protein
DTO_03100146,Q14296, kinase_protein
DTO_03100187,P23677, kinase_protein
DTO_03100136,P54753, kinase_protein
DTO_03100177,P19367, kinase_protein
DTO_03100196,P23458, kinase_protein
DTO_03100150,P21802, kinase_protein
DTO_03100121,Q9P2K8, kinase_protein
DTO_03100106,Q16832, kinase_protein
DTO_03100147,P16591, kinase_protein
DTO_03100188,P27987, kinase_protein
DTO_03100137,P54760, kinase_protein
DTO_03100178,P35557, kinase_protein
DTO_03100151,P22607, kinase_protein
DTO_03100197,O60674, kinase_protein
DTO_03100107,P23743, kinase_protein
DTO_03100148,P07332, kinase_protein
DTO_03100189,Q8NFU5, kinase_protein
DTO_03100160,P32298, kinase_protein
DTO_03100138,O15197, kinase_protein
DTO_03100179,Q9UPZ9, kinase_protein
DTO_03100111,Q09013, kinase_protein
DTO_03100152,P22455, kinase_protein
DTO_03100108,Q86XP1, kinase_protein
DTO_03100149,P11362, kinase_protein
DTO_03100161,P34947, kinase_protein
DTO_03100139,P04626, kinase_protein
DTO_03100112,Q6XUX3, kinase_protein
DTO_03100200,P00568, kinase_protein
DTO_03100170,Q8TF76, kinase_protein
DTO_03100153,P09769, kinase_protein
DTO_03100109,P52824, kinase_protein
DTO_03100162,P43250, kinase_protein
DTO_03100113,Q13627, kinase_protein
DTO_03100154,P36888, kinase_protein
DTO_03100171,P08631, kinase_protein
DTO_03100122,O00418, kinase_protein
DTO_03100163,Q8WTQ7, kinase_protein
DTO_03100114,Q9Y463, kinase_protein
DTO_03100155,P42685, kinase_protein
DTO_03100172,Q86Z02, kinase_protein
DTO_03100123,P20827, kinase_protein
DTO_03100164,P49840, kinase_protein
DTO_03100115,Q92630, kinase_protein
DTO_03100156,P06241, kinase_protein
DTO_03100173,Q9H2X6, kinase_protein
DTO_03100124,P00533, kinase_protein
DTO_03100165,P49841, kinase_protein
DTO_03100116,O43781, kinase_protein
DTO_03100157,Q9Y2I7, kinase_protein
DTO_03100125,P21709, kinase_protein
DTO_03100166,P25092, kinase_protein
DTO_03100117,Q9NR20, kinase_protein
DTO_03100126,P29317, kinase_protein
DTO_03100167,Q02846, kinase_protein
DTO_03100140,P21860, kinase_protein
DTO_03100130,Q9UF33, kinase_protein
DTO_03100203,O60229, kinase_protein
DTO_03100127,P29320, kinase_protein
DTO_03100168,P51841, kinase_protein
DTO_03100141,Q15303, kinase_protein
DTO_03100131,Q15375, kinase_protein
DTO_03100204,P17612, kinase_protein
DTO_03100128,P54764, kinase_protein
DTO_03100198,P52333, kinase_protein
DTO_03100169,Q96GX5, kinase_protein
DTO_03100142,O75460, kinase_protein
DTO_03100132,P29322, kinase_protein
DTO_03100205,P22694, kinase_protein
DTO_03100158,O14976, kinase_protein
DTO_03100129,P54756, kinase_protein
DTO_03100143,Q76MJ5, kinase_protein
DTO_03100133,Q5JZY3, kinase_protein
DTO_03100118,Q9BQI3, kinase_protein
DTO_03100159,Q14410, kinase_protein
DTO_03100206,P22612, kinase_protein
DTO_03100144,Q05397, kinase_protein
DTO_03100256,Q9UK32, kinase_protein
DTO_03100297,Q9Y4K4, kinase_protein
DTO_03100248,P11801, kinase_protein
DTO_03100209,P48730, kinase_protein
DTO_03100289,O43318, kinase_protein
DTO_03100260,Q8IVT5, kinase_protein
DTO_03100216,Q8IU85, kinase_protein
DTO_03100257,P23443, kinase_protein
DTO_03100298,P20794, kinase_protein
DTO_03100271,Q96Q04, kinase_protein
DTO_03100249,Q96QS6, kinase_protein
DTO_03100220,Q13557, kinase_protein
DTO_03100261,Q6VAB6, kinase_protein
DTO_03100280,Q99558, kinase_protein
DTO_03100217,Q96NX5, kinase_protein
DTO_03100258,Q9UBS0, kinase_protein
DTO_03100299,P49137, kinase_protein
DTO_03100270,Q8IWU2, kinase_protein
DTO_03100231,P10721, kinase_protein
DTO_03100272,Q38SD2, kinase_protein
DTO_03100221,Q13555, kinase_protein
DTO_03100262,P43405, kinase_protein
DTO_03100218,Q9UQM7, kinase_protein
DTO_03100281,Q6ZN16, kinase_protein
DTO_03100259,Q96S38, kinase_protein
DTO_03100232,Q8N5S9, kinase_protein
DTO_03100273,Q5S007, kinase_protein
DTO_03100222,Q16566, kinase_protein
DTO_03100263,P23919, kinase_protein
DTO_03100219,Q13554, kinase_protein
DTO_03100282,Q56UN5, kinase_protein
DTO_03100233,Q96RR4, kinase_protein
DTO_03100274,P29376, kinase_protein
DTO_03100300,Q16644, kinase_protein
DTO_03100223,P06732, kinase_protein
DTO_03100264,O95835, kinase_protein
DTO_03100275,P07948, kinase_protein
DTO_03100301,Q8IW41, kinase_protein
DTO_03100224,Q13976, kinase_protein
DTO_03100265,Q9NRM7, kinase_protein
DTO_03100276,Q02779, kinase_protein
DTO_03100302,Q9P0L2, kinase_protein
DTO_03100225,Q13237, kinase_protein
DTO_03100266,P06239, kinase_protein
DTO_03100236,P17252, kinase_protein
DTO_03100277,Q16584, kinase_protein
DTO_03100303,Q7KZI7, kinase_protein
DTO_03100226,Q16774, kinase_protein
DTO_03100240,O94806, kinase_protein
DTO_03100237,P05771, kinase_protein
DTO_03100278,Q12852, kinase_protein
DTO_03100304,P27448, kinase_protein
DTO_03100241,Q05655, kinase_protein
DTO_03100238,Q15139, kinase_protein
DTO_03100250,P14618, kinase_protein
DTO_03100305,Q96L34, kinase_protein
DTO_03100242,Q02156, kinase_protein
DTO_03100210,P49674, kinase_protein
DTO_03100251,Q15418, kinase_protein
DTO_03100306,Q9Y2H9, kinase_protein
DTO_03100308,O60307, kinase_protein
DTO_03100310,P42679, kinase_protein
DTO_03100267,P53667, kinase_protein
DTO_03100211,Q9HCP0, kinase_protein
DTO_03100307,Q6P0Q8, kinase_protein
DTO_03100252,Q15349, kinase_protein
DTO_03100290,P41279, kinase_protein
DTO_03100227,P50053, kinase_protein
DTO_03100268,P53671, kinase_protein
DTO_03100311,Q14680, kinase_protein
DTO_03100212,P78368, kinase_protein
DTO_03100253,P51812, kinase_protein
DTO_03100279,O43283, kinase_protein
DTO_03100291,P80192, kinase_protein
DTO_03100228,Q03426, kinase_protein
DTO_03100269,Q6ZMQ8, kinase_protein
DTO_03100283,Q13233, kinase_protein
DTO_03100213,Q9Y6M4, kinase_protein
DTO_03100254,O75676, kinase_protein
DTO_03100239,Q9BZL6, kinase_protein
DTO_03100292,Q5TCX8, kinase_protein
DTO_03100243,P05129, kinase_protein
DTO_03100214,Q14012, kinase_protein
DTO_03100284,Q9Y2U5, kinase_protein
DTO_03100293,Q92918, kinase_protein
DTO_03100309,O15021, kinase_protein
DTO_03100244,P41743, kinase_protein
DTO_03100285,Q99759, kinase_protein
DTO_03100294,Q12851, kinase_protein
DTO_03100245,P24723, kinase_protein
DTO_03100286,Q9Y6R4, kinase_protein
DTO_03100312,Q12866, kinase_protein
DTO_03100295,Q8IVH8, kinase_protein
DTO_03100246,Q04759, kinase_protein
DTO_03100287,Q99683, kinase_protein
DTO_03100255,O75582, kinase_protein
DTO_03100296,O95819, kinase_protein
DTO_03100247,Q05513, kinase_protein
DTO_03100288,O95382, kinase_protein
DTO_03100325,O15264, kinase_protein
DTO_03100413,Q9UBF8, kinase_protein
DTO_03100366,Q9UBE8, kinase_protein
DTO_03100315,P28482, kinase_protein
DTO_03100403,P16234, kinase_protein
DTO_03100356,P51955, kinase_protein
DTO_03100370,Q96KG9, kinase_protein
DTO_03100326,Q16539, kinase_protein
DTO_03100414,Q99755, kinase_protein
DTO_03100367,Q9NSY0, kinase_protein
DTO_03100316,P27361, kinase_protein
DTO_03100357,P51956, kinase_protein
DTO_03100404,P09619, kinase_protein
DTO_03100330,Q8NB16, kinase_protein
DTO_03100371,P04629, kinase_protein
DTO_03100327,Q8TD08, kinase_protein
DTO_03100368,Q9UHY1, kinase_protein
DTO_03100415,O14986, kinase_protein
DTO_03100317,P31152, kinase_protein
DTO_03100358,P51957, kinase_protein
DTO_03100380,O75747, kinase_protein
DTO_03100319,Q13164, kinase_protein
DTO_03100399,O15530, kinase_protein
DTO_03100331,Q9NYL2, kinase_protein
DTO_03100372,Q16620, kinase_protein
DTO_03100328,Q9BUB5, kinase_protein
DTO_03100416,O60331, kinase_protein
DTO_03100369,Q7Z2Y5, kinase_protein
DTO_03100318,Q16659, kinase_protein
DTO_03100340,O14733, kinase_protein
DTO_03100381,Q9BTU6, kinase_protein
DTO_03100359,Q6P3R8, kinase_protein
DTO_03100332,Q9UQ07, kinase_protein
DTO_03100390,Q58A45, kinase_protein
DTO_03100373,Q16288, kinase_protein
DTO_03100329,Q9HBH9, kinase_protein
DTO_03100341,Q5VT25, kinase_protein
DTO_03100382,P27986, kinase_protein
DTO_03100333,P00540, kinase_protein
DTO_03100374,O60285, kinase_protein
DTO_03100391,Q8TE04, kinase_protein
DTO_03100342,Q9Y5S2, kinase_protein
DTO_03100383,Q8IZE3, kinase_protein
DTO_03100334,Q02750, kinase_protein
DTO_03100375,Q9H093, kinase_protein
DTO_03100405,P00558, kinase_protein
DTO_03100343,Q6DT37, kinase_protein
DTO_03100384,Q13153, kinase_protein
DTO_03100335,P36507, kinase_protein
DTO_03100408,Q99570, kinase_protein
DTO_03100385,Q13177, kinase_protein
DTO_03100409,P48426, kinase_protein
DTO_03100345,P42345, kinase_protein
DTO_03100386,O75914, kinase_protein
DTO_03100387,O96013, kinase_protein
DTO_03100360,Q9HC98, kinase_protein
DTO_03100376,Q5VST9, kinase_protein
DTO_03100320,P45983, kinase_protein
DTO_03100361,Q8TDX7, kinase_protein
DTO_03100351,Q8NEV4, kinase_protein
DTO_03100336,P46734, kinase_protein
DTO_03100377,O95747, kinase_protein
DTO_03100321,P45984, kinase_protein
DTO_03100362,Q86SG6, kinase_protein
DTO_03100337,P45985, kinase_protein
DTO_03100378,O00443, kinase_protein
DTO_03100322,P53779, kinase_protein
DTO_03100363,Q8TD19, kinase_protein
DTO_03100338,Q13163, kinase_protein
DTO_03100379,O00750, kinase_protein
DTO_03100323,Q15759, kinase_protein
DTO_03100388,Q9NQU5, kinase_protein
DTO_03100339,P52564, kinase_protein
DTO_03100392,Q96RG2, kinase_protein
DTO_03100348,Q32MK0, kinase_protein
DTO_03100389,Q9P286, kinase_protein
DTO_03100352,Q8WXR4, kinase_protein
DTO_03100349,Q86YV6, kinase_protein
DTO_03100410,P78356, kinase_protein
DTO_03100353,Q6ZWH5, kinase_protein
DTO_03100400,Q6A1A2, kinase_protein
DTO_03100394,Q8N165, kinase_protein
DTO_03100364,Q9Y6K9, kinase_protein
DTO_03100411,Q8TBX8, kinase_protein
DTO_03100313,P08581, kinase_protein
DTO_03100401,O00764, kinase_protein
DTO_03100354,Q8NG66, kinase_protein
DTO_03100324,P53778, kinase_protein
DTO_03100412,P42356, kinase_protein
DTO_03100365,Q8IY84, kinase_protein
DTO_03100314,Q8N4C8, kinase_protein
DTO_03100402,Q9H792, kinase_protein
DTO_03100443,Q13308, kinase_protein
DTO_03100484,P12931, kinase_protein
DTO_03100512,Q15750, kinase_protein
DTO_03100469,Q86YV5, kinase_protein
DTO_03100454,Q15835, kinase_protein
DTO_03100495,O94804, kinase_protein
DTO_03100444,Q7Z7A4, kinase_protein
DTO_03100513,P21675, kinase_protein
DTO_03100455,Q05823, kinase_protein
DTO_03100496,Q15831, kinase_protein
DTO_03100456,Q13464, kinase_protein
DTO_03100460,Q01974, kinase_protein
DTO_03100485,Q9H3Y6, kinase_protein
DTO_03100470,Q96LW2, kinase_protein
DTO_03100445,P04049, kinase_protein
DTO_03100486,Q96SB4, kinase_protein
DTO_03100430,P53350, kinase_protein
DTO_03100514,Q7L7X3, kinase_protein
DTO_03100471,O00141, kinase_protein
DTO_03100497,O75716, kinase_protein
DTO_03100446,P07949, kinase_protein
DTO_03100487,P78362, kinase_protein
DTO_03100515,Q9UL54, kinase_protein
DTO_03100431,Q9NYY3, kinase_protein
DTO_03100472,Q9HBY8, kinase_protein
DTO_03100457,O75116, kinase_protein
DTO_03100418,Q9P1W9, kinase_protein
DTO_03100500,Q9BXU1, kinase_protein
DTO_03100498,Q9Y6E0, kinase_protein
DTO_03100488,Q9UPE1, kinase_protein
DTO_03100516,Q9H2K8, kinase_protein
DTO_03100461,P08922, kinase_protein
DTO_03100518,Q9UHD2, kinase_protein
DTO_03100432,Q9H4B4, kinase_protein
DTO_03100417,P11309, kinase_protein
DTO_03100419,Q86V86, kinase_protein
DTO_03100501,Q9BYT3, kinase_protein
DTO_03100458,Q04912, kinase_protein
DTO_03100499,O00506, kinase_protein
DTO_03100448,Q9BVS4, kinase_protein
DTO_03100489,Q9UEE5, kinase_protein
DTO_03100421,Q8NEB9, kinase_protein
DTO_03100519,P42680, kinase_protein
DTO_03100462,Q9Y6S9, kinase_protein
DTO_03100459,Q01973, kinase_protein
DTO_03100463,P34925, kinase_protein
DTO_03100464,Q52WX2, kinase_protein
DTO_03100473,Q96BR1, kinase_protein
DTO_03100465,P0C263, kinase_protein
DTO_03100433,O00444, kinase_protein
DTO_03100474,Q8NE28, kinase_protein
DTO_03100502,Q8TDR2, kinase_protein
DTO_03100466,P0C264, kinase_protein
DTO_03100434,Q496M5, kinase_protein
DTO_03100475,P57059, kinase_protein
DTO_03100503,Q9NRP7, kinase_protein
DTO_03100467,Q6P3W7, kinase_protein
DTO_03100435,Q99640, kinase_protein
DTO_03100476,Q9H0K1, kinase_protein
DTO_03100504,Q15208, kinase_protein
DTO_03100427,Q16512, kinase_protein
DTO_03100468,Q9H5K3, kinase_protein
DTO_03100506,Q13188, kinase_protein
DTO_03100490,O94768, kinase_protein
DTO_03100429,Q6P5Z2, kinase_protein
DTO_03100480,Q9NRH2, kinase_protein
DTO_03100436,P78527, kinase_protein
DTO_03100477,Q9Y2K2, kinase_protein
DTO_03100505,Q9UEW8, kinase_protein
DTO_03100428,Q16513, kinase_protein
DTO_03100450,Q13546, kinase_protein
DTO_03100507,Q8N2I9, kinase_protein
DTO_03100491,Q8WU08, kinase_protein
DTO_03100440,Q13523, kinase_protein
DTO_03100481,Q15772, kinase_protein
DTO_03100437,O75569, kinase_protein
DTO_03100478,Q9H2G2, kinase_protein
DTO_03100508,Q13043, kinase_protein
DTO_03100451,O43353, kinase_protein
DTO_03100492,Q9NY57, kinase_protein
DTO_03100441,Q96S44, kinase_protein
DTO_03100482,Q9NYA1, kinase_protein
DTO_03100438,P51817, kinase_protein
DTO_03100479,Q96Q15, kinase_protein
DTO_03100510,Q9C0K7, kinase_protein
DTO_03100452,Q9Y572, kinase_protein
DTO_03100509,Q7RTN6, kinase_protein
DTO_03100493,Q86UX6, kinase_protein
DTO_03100442,Q13882, kinase_protein
DTO_03100483,Q9NRA0, kinase_protein
DTO_03100439,O43930, kinase_protein
DTO_03100511,Q6J9G0, kinase_protein
DTO_03100453,P57078, kinase_protein
DTO_03100494,Q9Y2H1, kinase_protein
DTO_03100561,P35916, kinase_protein
DTO_03100553,P30530, kinase_protein
DTO_03100521,Q96S53, kinase_protein
DTO_03100562,Q99986, kinase_protein
DTO_03100539,Q9BX84, kinase_protein
DTO_03100522,Q8IWB6, kinase_protein
DTO_03100563,Q86Y07, kinase_protein
DTO_03100538,O75962, kinase_protein
DTO_03100523,P36897, kinase_protein
DTO_03100564,Q8IV63, kinase_protein
DTO_03100524,P37173, kinase_protein
DTO_03100565,P30291, kinase_protein
DTO_03100554,Q8TAS1, kinase_protein
DTO_03100525,P35590, kinase_protein
DTO_03100555,O75385, kinase_protein
DTO_03100540,Q9BXA7, kinase_protein
DTO_03100556,Q8IYT8, kinase_protein
DTO_03100541,Q96PF2, kinase_protein
DTO_03100557,Q6PHR2, kinase_protein
DTO_03100566,P0C1S8, kinase_protein
DTO_03100558,Q96C45, kinase_protein
DTO_03100570,Q96J92, kinase_protein
DTO_03100526,Q02763, kinase_protein
DTO_03100567,Q9H4A3, kinase_protein
DTO_03100528,Q9UKI8, kinase_protein
DTO_03100559,P17948, kinase_protein
DTO_03100530,Q59H18, kinase_protein
DTO_03100571,P07947, kinase_protein
DTO_03100527,Q8WZ42, kinase_protein
DTO_03100529,Q86UE8, kinase_protein
DTO_03100568,Q9Y3S1, kinase_protein
DTO_03100531,Q9UKE5, kinase_protein
DTO_03100572,P43403, kinase_protein
DTO_03100569,Q9BYP7, kinase_protein
DTO_03100542,Q96PN8, kinase_protein
DTO_03100532,Q13470, kinase_protein
DTO_03100543,Q6SA08, kinase_protein
DTO_03100533,Q96KB5, kinase_protein
DTO_03100544,Q9BXA6, kinase_protein
DTO_03100534,Q9H3S4, kinase_protein
DTO_03100545,Q5TCY1, kinase_protein
DTO_03100535,Q96RU8, kinase_protein
DTO_03100546,Q6IQ55, kinase_protein
DTO_03100536,Q92519, kinase_protein
DTO_03100550,Q06418, kinase_protein
DTO_03100547,P33981, kinase_protein
DTO_03100537,Q96RU7, kinase_protein
DTO_03100551,Q9HA47, kinase_protein
DTO_03100548,P42681, kinase_protein
DTO_03100560,P35968, kinase_protein
DTO_03100552,Q9BZX2, kinase_protein
DTO_03100549,P29597, kinase_protein
DTO_01100048,Q02641, ic_protein
DTO_01100117,P78334, ic_protein
DTO_01100180,Q09470, ic_protein
DTO_03100520,Q15569, kinase_protein
DTO_03100355,Q96PY6, kinase_protein
DTO_03100190,P51617, kinase_protein
DTO_03100215,Q6P2M8, kinase_protein
DTO_03100344,Q9P289, kinase_protein
DTO_01100139,P39086, ic_protein
DTO_01100138,O43424, ic_protein
DTO_01100137,Q9ULK0, ic_protein
DTO_01100140,Q13002, ic_protein
DTO_03100003,P54619, kinase_protein
DTO_03100425,P48736, kinase_protein
DTO_03100424,O00329, kinase_protein
DTO_03100423,P42338, kinase_protein
DTO_03100422,P42336, kinase_protein
DTO_03100420,Q9BXM7, kinase_protein
DTO_03100407,P15735, kinase_protein
DTO_03100406,Q16816, kinase_protein
DTO_03100398,Q16654, kinase_protein
DTO_03100397,Q15120, kinase_protein
DTO_03100396,Q15119, kinase_protein
DTO_01100165,Q14643, ic_protein
DTO_01100143,Q16478, ic_protein
DTO_03100395,Q15118, kinase_protein
DTO_03100393,Q16822, kinase_protein
DTO_03100350,Q15746, kinase_protein
DTO_03100347,Q9H1R3, kinase_protein
DTO_03100346,O15146, kinase_protein
DTO_03100235,P46019, kinase_protein
DTO_03100234,P46020, kinase_protein
DTO_03100230,O00142, kinase_protein
DTO_03100229,P04183, kinase_protein
DTO_03100202,Q9UIJ7, kinase_protein
DTO_03100201,P54819, kinase_protein
DTO_03100199,P17858, kinase_protein
DTO_03100119,P19525, kinase_protein
DTO_03100110,Q16854, kinase_protein
DTO_03100040,O14874, kinase_protein
DTO_03100015,Q8NI60, kinase_protein
DTO_02100088,Q9HBW9, gpcr_protein
DTO_01100261,Q05586, ic_protein
DTO_01100260,O15399, ic_protein
DTO_01100259,Q14957, ic_protein
DTO_01100258,Q13224, ic_protein
DTO_01100257,Q12879, ic_protein
DTO_01100256,O60391, ic_protein
DTO_01100255,Q8TCU5, ic_protein
DTO_01100252,Q8NE86, ic_protein
DTO_01100167,Q14573, ic_protein
DTO_01100166,Q14571, ic_protein
DTO_03100005,P54646, kinase_protein
DTO_01100031,Q8NFU1, ic_protein
DTO_02100189,O00270, gpcr_protein
DTO_03100426,Q504Y2, kinase_protein
DTO_03390995,P30613, kinase_protein
DTO_03390996,Q9H999, kinase_protein
DTO_03390997,Q9BZ23, kinase_protein
DTO_03390998,P16118, kinase_protein
DTO_03390999,O60825, kinase_protein
DTO_03391000,Q16875,kinase_protein
DTO_03390993,Q8TEA7,kinase_protein
